Year,Region,Latitude,Longitude,Disaster Type,Severity Score,Claim Frequency,Claim Amount (USD),Risk Score,Risk Category
2019,Japan,36.4121,139.9642,Hurricane/Typhoon,7.6,648,48844916.82,41.8,Medium
2012,Philippines,14.0147,120.8755,Wildfire,8.4,191,12156981.69,36.7,Low
2015,Australia,-23.8046,134.1248,Tornado,7.6,27,545912.86,30.7,Low
2015,Philippines,14.8483,121.5982,Wildfire,9.1,53,4022916.23,37.3,Low
2014,Mexico,25.4038,-100.74,Hurricane/Typhoon,6.8,605,36230090.17,36.9,Low
2016,Italy,40.0543,12.2914,Tornado,5.8,147,3751682.82,25.0,Low
2016,USA,37.6792,-94.0454,Earthquake,6.3,142,23357517.35,29.0,Low
2022,Italy,43.6404,14.5071,Flood,6.0,1526,29796250.62,42.2,Medium
2015,China,37.5496,104.5559,Wildfire,7.1,585,54441437.97,39.7,Low
2020,India,20.8368,77.7386,Hurricane/Typhoon,5.8,2569,124467029.45,61.3,Medium
2019,Brazil,-13.9601,-51.4327,Flood,6.7,263,10193341.31,30.4,Low
2010,Brazil,-13.9979,-51.8398,Hurricane/Typhoon,5.5,2467,245960863.13,71.3,High
2022,China,35.8012,104.6475,Earthquake,7.3,655,86100089.25,44.4,Medium
2020,India,21.9656,79.2374,Tornado,4.1,314,10740323.82,20.6,Low
2020,USA,35.4379,-95.9835,Wildfire,9.4,515,56366188.09,48.4,Medium
2015,China,36.1692,105.5141,Flood,4.1,522,20826923.53,23.7,Low
2011,USA,38.8644,-94.1207,Earthquake,6.5,124,21585400.46,29.4,Low
2015,India,20.632,80.8461,Flood,6.2,1391,65061222.61,45.2,Medium
2011,China,34.4119,103.3772,Hurricane/Typhoon,8.1,695,50393504.8,44.4,Medium
2018,UK,55.9499,-4.8514,Flood,7.2,1849,105944819.71,57.9,Medium
2020,India,19.2981,77.5237,Drought,4.3,1303,14970118.38,31.7,Low
2016,USA,37.9185,-93.7272,Tornado,7.2,197,7088860.34,31.5,Low
2014,USA,38.3832,-96.3236,Earthquake,7.7,96,11354424.34,32.9,Low
2014,UK,53.8757,-2.0503,Flood,7.8,1703,63628377.21,54.6,Medium
2021,USA,37.3881,-93.9576,Flood,6.8,1099,62247727.75,44.4,Medium
2023,Italy,41.51,14.3626,Hurricane/Typhoon,5.8,857,48597699.97,36.6,Low
2020,Mexico,25.5975,-102.5376,Drought,5.4,673,6798065.42,29.0,Low
2019,USA,37.1707,-93.9287,Tornado,4.8,362,12926677.51,24.1,Low
2023,India,18.9504,80.9347,Flood,8.2,2421,137001531.26,70.7,High
2012,UK,54.8626,-3.5041,Flood,5.6,441,8430159.09,27.7,Low
2015,Brazil,-12.3311,-51.4783,Tornado,8.0,65,5126114.03,33.2,Low
2011,China,35.1199,103.8996,Wildfire,5.2,421,27751854.25,27.8,Low
2019,Mexico,24.8058,-104.337,Hurricane/Typhoon,5.8,434,29400256.85,30.5,Low
2020,Mexico,24.0046,-101.8281,Flood,6.2,554,30180006.07,33.4,Low
2012,Brazil,-14.981,-51.0745,Wildfire,6.0,194,20529354.14,28.0,Low
2015,Brazil,-14.5772,-51.6987,Flood,7.9,1611,33698459.44,51.1,Medium
2014,Japan,38.0262,139.314,Hurricane/Typhoon,7.9,2857,250221465.55,85.2,High
2020,Germany,49.725,10.3465,Tornado,7.6,52,1705238.26,31.1,Low
2021,UK,56.4638,-5.2879,Earthquake,6.5,624,99639409.07,42.2,Medium
2020,India,21.3284,77.2349,Tornado,5.0,382,15889894.72,25.4,Low
2016,Japan,37.2558,139.5454,Earthquake,9.2,480,68924525.67,48.5,Medium
2012,India,19.682,79.1427,Flood,5.9,993,41182560.31,37.6,Low
2019,Japan,37.071,137.2555,Earthquake,7.9,249,36269214.54,37.7,Low
2021,Canada,55.4017,-107.4286,Drought,6.2,1391,40868892.76,42.8,Medium
2011,Australia,-23.61,133.9308,Earthquake,6.2,504,96385684.77,39.5,Low
2014,Philippines,12.4439,121.5659,Earthquake,6.3,456,45205419.34,34.3,Low
2018,Brazil,-13.3133,-53.8811,Flood,8.2,1529,30306776.76,51.1,Medium
2016,Germany,51.9593,11.3725,Wildfire,7.7,289,16467535.33,35.3,Low
2020,USA,35.4905,-94.5944,Drought,3.4,139,1785661.31,15.2,Low
2022,Mexico,24.4466,-102.7693,Earthquake,8.4,231,23142229.27,38.2,Low
2015,USA,37.9583,-96.2262,Flood,7.7,1297,60230691.55,49.8,Medium
2023,USA,35.7985,-97.7074,Flood,4.6,1992,110656120.47,49.4,Medium
2012,UK,56.9704,-4.0006,Drought,3.0,955,24057339.18,24.0,Low
2020,Philippines,11.0731,121.048,Earthquake,9.0,237,44741019.23,42.8,Medium
2021,Australia,-24.0782,134.5155,Hurricane/Typhoon,6.8,2829,170834984.9,72.6,High
2023,India,18.7653,80.299,Flood,6.0,983,52102554.93,39.0,Low
2021,India,20.793,80.683,Wildfire,7.7,424,40311346.72,39.1,Low
2020,Italy,42.5357,13.8769,Flood,8.4,1379,80095999.23,55.4,Medium
2018,China,37.7393,105.2814,Flood,7.1,685,10367604.32,36.3,Low
2011,Australia,-23.5192,135.2831,Hurricane/Typhoon,7.0,1464,64217727.42,49.1,Medium
2020,Brazil,-13.7226,-50.2806,Drought,7.0,789,21784292.01,38.1,Low
2020,China,34.557,104.3718,Earthquake,8.6,432,70123519.67,45.7,Medium
2016,Australia,-27.0872,133.3217,Flood,5.8,2194,89126317.38,54.1,Medium
2018,Brazil,-13.6535,-52.3289,Hurricane/Typhoon,8.7,2542,110646622.21,71.3,High
2015,Brazil,-13.3615,-52.01,Flood,7.1,1189,71132182.25,47.4,Medium
2010,Germany,51.9376,8.9512,Tornado,5.0,109,5909605.03,21.7,Low
2015,Australia,-24.9458,135.6227,Earthquake,6.8,52,6610014.36,28.4,Low
2014,India,21.6251,80.346,Earthquake,6.0,214,33372438.12,29.5,Low
2012,Mexico,21.9215,-103.6999,Earthquake,6.9,450,45916824.22,36.7,Low
2013,USA,37.239,-96.9749,Flood,4.8,812,20176235.88,29.3,Low
2015,Japan,35.5241,136.631,Flood,7.5,363,15950872.18,35.2,Low
2022,Italy,43.2257,10.7456,Flood,6.9,2415,96625028.76,61.4,Medium
2017,India,19.6031,77.0158,Tornado,4.5,206,8972314.47,21.0,Low
2013,Japan,34.7443,139.9601,Earthquake,8.4,517,62086509.1,45.0,Medium
2013,Italy,42.1203,13.7198,Hurricane/Typhoon,6.3,2616,239736061.04,75.3,High
2012,USA,37.4637,-95.3356,Hurricane/Typhoon,5.7,490,26389787.99,30.3,Low
2012,Mexico,23.3063,-101.3336,Flood,4.0,779,27725225.93,26.6,Low
2011,India,19.3362,77.9833,Drought,6.6,1320,16528573.73,41.3,Medium
2014,Italy,40.3281,13.7646,Tornado,5.0,394,20899275.28,26.0,Low
2023,Japan,35.9258,140.0797,Flood,7.6,900,16234769.22,41.0,Medium
2022,Italy,41.9677,11.058,Hurricane/Typhoon,7.0,317,25735241.54,33.7,Low
2011,Brazil,-14.4951,-50.8288,Hurricane/Typhoon,5.8,1821,109148818.52,52.3,Medium
2018,Brazil,-13.3087,-50.3971,Hurricane/Typhoon,6.9,2226,111408547.82,61.0,Medium
2022,Philippines,12.3969,121.8371,Wildfire,8.4,397,45338094.6,42.1,Medium
2018,Germany,52.2224,11.2475,Tornado,4.3,202,11416916.63,20.4,Low
2023,Japan,37.8345,138.1684,Flood,6.3,1558,90776903.93,49.9,Medium
2021,Australia,-27.0563,132.1539,Hurricane/Typhoon,5.7,2252,112038834.45,56.5,Medium
2018,USA,37.2948,-95.2498,Hurricane/Typhoon,7.5,1236,59471643.97,48.3,Medium
2010,Canada,54.3666,-107.9853,Earthquake,9.5,720,75866905.37,52.8,Medium
2020,USA,38.0872,-95.6104,Flood,5.9,1674,68596075.05,47.2,Medium
2015,Philippines,13.6744,122.4625,Wildfire,8.3,180,9455057.58,35.9,Low
2022,Japan,34.4028,139.9984,Wildfire,6.0,184,10881928.44,26.9,Low
2019,India,20.0267,80.6815,Wildfire,5.5,431,43207604.89,30.6,Low
2012,USA,38.1974,-97.1874,Flood,5.5,392,13062267.06,27.2,Low
2019,India,18.6015,80.8974,Flood,7.2,1145,65345862.97,46.8,Medium
2016,India,20.4284,78.5515,Hurricane/Typhoon,7.4,1218,58367960.79,47.6,Medium
2012,USA,35.1817,-97.0624,Hurricane/Typhoon,6.7,603,41112894.31,36.9,Low
2012,India,21.0225,80.4024,Flood,7.4,2374,58917075.95,59.2,Medium
2012,Canada,54.2467,-107.3482,Drought,5.2,665,7539515.1,28.2,Low
2023,India,19.2388,79.23,Tornado,4.9,70,3163158.16,20.6,Low
2021,USA,35.3135,-96.0865,Tornado,8.4,223,15718395.02,37.4,Low
2022,Italy,41.712,13.5726,Tornado,5.7,368,16059547.0,28.1,Low
2019,Japan,36.4813,139.4667,Earthquake,6.2,645,73809134.61,38.6,Low
2022,UK,54.3889,-2.8059,Hurricane/Typhoon,6.7,1104,89524981.36,46.8,Medium
2012,China,34.6143,103.0889,Hurricane/Typhoon,5.0,2951,225076029.48,72.0,High
2021,Japan,34.9591,139.636,Earthquake,7.5,170,15404576.87,33.2,Low
2017,Canada,55.1529,-105.1967,Wildfire,9.1,401,46459332.25,45.1,Medium
2010,Brazil,-14.9478,-51.226,Flood,6.3,2302,100437295.54,58.3,Medium
2016,Canada,56.2652,-106.368,Drought,6.8,1365,16327750.99,42.5,Medium
2015,China,35.4903,104.7479,Wildfire,9.1,136,13064302.82,39.1,Low
2020,Brazil,-14.7089,-53.0376,Hurricane/Typhoon,8.2,848,70562016.76,48.3,Medium
2021,Canada,55.2569,-106.4963,Drought,6.6,1465,16337773.48,42.7,Medium
2013,Brazil,-15.3303,-52.877,Flood,7.7,1186,21928754.14,44.9,Medium
2017,Philippines,12.3334,122.4438,Hurricane/Typhoon,5.1,1393,86627460.58,43.0,Medium
2019,India,21.5011,80.6246,Hurricane/Typhoon,6.1,1655,145249357.2,55.5,Medium
2014,India,21.4384,79.8422,Drought,5.9,1401,23410809.62,40.0,Medium
2022,Japan,38.0682,137.9963,Hurricane/Typhoon,9.0,1409,89586541.89,59.0,Medium
2021,Canada,56.5086,-106.3288,Drought,3.3,527,14818657.92,20.0,Low
2022,USA,35.7983,-96.5678,Flood,7.1,232,9458847.33,31.7,Low
2017,Canada,57.8774,-104.6717,Earthquake,6.3,399,40795265.36,33.3,Low
2013,India,19.1604,80.1061,Earthquake,7.3,359,65089837.62,39.3,Low
2018,Japan,37.6138,137.2081,Hurricane/Typhoon,8.9,859,46708846.04,48.9,Medium
2013,UK,55.724,-4.9553,Flood,4.6,1371,23812571.39,34.5,Low
2014,China,34.9191,104.3678,Flood,7.6,844,48397609.04,43.7,Medium
2022,Mexico,22.834,-103.2831,Earthquake,8.5,107,14374018.52,36.5,Low
2022,India,21.2211,78.7916,Flood,8.1,274,4479748.03,35.6,Low
2017,China,36.7835,104.1727,Hurricane/Typhoon,6.4,984,47748919.68,40.2,Medium
2023,USA,36.5634,-95.5141,Flood,8.2,1350,39588890.5,50.3,Medium
2013,Japan,37.4626,138.8818,Wildfire,5.8,567,60003190.89,34.9,Low
2015,Japan,37.5766,138.8519,Wildfire,5.2,559,35541046.07,29.9,Low
2020,Canada,57.6088,-104.605,Wildfire,8.1,470,49709213.7,42.1,Medium
2019,Italy,43.1514,11.4503,Hurricane/Typhoon,6.8,2664,175287154.94,71.4,High
2017,Philippines,12.497,120.5499,Flood,5.3,453,19957706.57,27.7,Low
2017,USA,38.1428,-94.9089,Tornado,7.7,284,6751505.96,34.3,Low
2022,Canada,55.6,-105.7437,Wildfire,5.2,75,8584068.03,22.4,Low
2014,Germany,51.8897,11.368,Flood,4.8,2096,93933420.25,49.6,Medium
2022,Canada,54.6097,-108.2341,Earthquake,9.4,758,132658547.07,58.4,Medium
2016,UK,54.2405,-3.838,Tornado,7.1,263,20936713.57,33.1,Low
2018,Italy,40.6638,11.3525,Hurricane/Typhoon,6.4,931,66180924.87,41.5,Medium
2018,India,22.2159,77.0672,Hurricane/Typhoon,7.3,2885,263564113.41,84.4,High
2016,UK,54.7459,-2.5535,Drought,4.4,1450,34303679.91,35.5,Low
2012,Italy,40.4634,11.1631,Wildfire,8.7,282,27904389.58,40.4,Medium
2023,Japan,36.2888,138.6817,Flood,5.6,2140,98661586.44,53.7,Medium
2013,Mexico,24.7568,-103.6618,Earthquake,6.5,483,63378572.89,37.2,Low
2022,Germany,53.048,10.3282,Flood,4.2,2080,35464572.79,41.1,Medium
2019,Japan,36.6285,139.4016,Flood,6.3,848,44383828.64,38.1,Low
2012,Japan,34.3543,136.3066,Flood,5.8,1650,72626857.41,47.0,Medium
2023,Canada,58.0519,-107.451,Drought,5.7,1394,40758014.75,40.8,Medium
2014,Philippines,14.7246,121.742,Wildfire,7.8,318,27789786.51,37.2,Low
2010,Japan,35.8101,137.0512,Hurricane/Typhoon,6.1,894,47014754.91,38.0,Low
2020,Canada,54.9968,-105.5766,Flood,8.3,2282,35964159.59,59.6,Medium
2017,USA,37.5197,-96.695,Flood,6.5,831,39290486.76,38.2,Low
2023,China,36.6013,105.6309,Flood,8.3,1858,32649140.15,55.0,Medium
2015,Japan,37.7537,140.2216,Earthquake,7.3,100,18802618.12,32.1,Low
2018,Japan,37.7884,139.4114,Hurricane/Typhoon,8.2,573,52317773.81,43.8,Medium
2011,USA,35.3117,-96.1227,Wildfire,6.2,291,14678593.98,29.2,Low
2021,China,34.7765,104.4256,Earthquake,6.4,625,74296915.06,39.3,Low
2023,USA,37.73,-96.831,Earthquake,7.4,108,15232985.05,32.2,Low
2018,Australia,-25.6728,134.0536,Wildfire,8.0,445,24220472.61,38.9,Low
2023,Philippines,14.033,119.9501,Earthquake,8.0,228,43870396.28,38.7,Low
2011,China,35.3331,103.9025,Wildfire,5.3,400,29238552.87,28.1,Low
2014,Australia,-24.9917,134.4521,Hurricane/Typhoon,6.5,1166,87981785.61,46.5,Medium
2011,India,20.5766,80.1794,Flood,7.6,761,12036894.64,39.2,Low
2022,Japan,38.1056,138.9167,Flood,7.9,2232,43131679.7,58.2,Medium
2012,Philippines,11.2292,120.9999,Drought,5.3,980,27556364.05,33.8,Low
2014,China,35.711,104.4561,Hurricane/Typhoon,5.1,2443,167281952.98,61.6,Medium
2017,USA,36.7954,-94.1372,Flood,7.6,959,20075056.2,42.0,Medium
2018,China,36.5598,102.3033,Drought,5.8,1186,24544629.57,37.5,Low
2012,Germany,51.3388,9.8597,Tornado,8.2,333,20345057.13,38.2,Low
2023,Italy,42.6631,11.7951,Flood,4.4,1765,52591184.68,40.5,Medium
2016,Japan,38.0153,138.9385,Wildfire,7.9,236,15652048.71,35.5,Low
2011,USA,35.7242,-95.3656,Earthquake,6.1,407,56310401.37,34.1,Low
2013,India,22.5627,79.2122,Hurricane/Typhoon,8.7,2265,91536033.64,66.6,Medium
2023,USA,35.6511,-93.8373,Hurricane/Typhoon,6.2,2531,202284801.3,70.3,High
2017,India,20.1937,79.2496,Hurricane/Typhoon,8.7,664,43284417.21,45.8,Medium
2015,Japan,37.7621,137.9565,Drought,4.0,777,8283227.9,24.6,Low
2010,India,20.002,79.7561,Hurricane/Typhoon,5.2,1881,185284311.67,58.1,Medium
2016,Brazil,-13.7642,-50.0685,Hurricane/Typhoon,5.4,2900,214385281.14,72.0,High
2010,India,20.8672,78.4806,Earthquake,6.2,429,64876698.1,35.6,Low
2016,Philippines,11.587,121.1691,Flood,4.7,1893,85845565.5,46.3,Medium
2018,India,19.5291,77.2735,Earthquake,7.0,587,90686681.31,42.9,Medium
2015,Brazil,-13.9503,-52.5784,Earthquake,9.2,473,75157378.85,49.0,Medium
2013,Japan,38.0895,139.2649,Tornado,8.2,159,10290439.03,35.4,Low
2016,Australia,-26.2404,132.062,Tornado,6.8,212,11482583.25,30.5,Low
2011,China,34.8384,104.6198,Tornado,8.3,142,5189713.3,35.1,Low
2015,India,19.4957,80.4837,Tornado,5.2,279,18286839.77,25.4,Low
2013,Mexico,24.4284,-103.8647,Flood,6.7,2250,76287984.52,56.9,Medium
2010,China,35.7681,105.9307,Drought,5.7,1191,27215427.71,37.4,Low
2015,Italy,42.2005,14.295,Flood,4.7,232,13896054.4,22.5,Low
2011,UK,55.1522,-5.1852,Flood,7.9,377,13780050.59,36.7,Low
2023,Australia,-23.8635,133.161,Earthquake,8.5,472,58747613.65,44.6,Medium
2021,Germany,51.5024,11.8866,Flood,5.1,375,10717389.68,25.2,Low
2020,Brazil,-12.837,-52.394,Flood,7.3,1115,45152826.91,44.9,Medium
2015,Mexico,22.1957,-101.6008,Earthquake,6.5,167,17448964.81,29.4,Low
2022,Mexico,22.9633,-102.9761,Earthquake,8.5,451,46379825.39,43.1,Medium
2012,China,36.372,105.5483,Drought,5.2,981,28858123.13,33.5,Low
2012,USA,37.3847,-96.8364,Flood,7.2,2463,70012027.72,60.4,Medium
2010,Japan,35.509,137.8015,Flood,5.0,2420,96274504.33,53.8,Medium
2014,USA,35.9088,-94.149,Flood,5.8,755,12462668.88,32.0,Low
2023,Japan,35.4401,137.421,Earthquake,6.7,160,13159358.12,29.7,Low
2017,Japan,36.003,138.5678,Hurricane/Typhoon,7.8,2995,191005237.41,80.3,High
2021,Mexico,24.9548,-104.4193,Wildfire,9.4,371,37008323.5,45.0,Medium
2023,Italy,42.1463,11.6823,Wildfire,9.3,206,23077864.44,41.6,Medium
2012,China,36.4465,106.0791,Hurricane/Typhoon,6.1,2207,123172135.12,58.8,Medium
2022,Canada,55.3384,-104.9741,Flood,5.0,1701,98022188.63,46.8,Medium
2021,Japan,37.4603,138.688,Earthquake,7.4,235,31446450.23,35.1,Low
2017,Australia,-23.7814,135.4591,Flood,4.9,2331,139232338.05,56.8,Medium
2017,China,34.7951,102.7352,Flood,5.8,641,15831854.38,31.2,Low
2019,Italy,40.7889,11.4378,Earthquake,7.6,119,20002422.9,33.6,Low
2010,USA,38.6936,-94.5767,Earthquake,8.9,498,90988750.09,49.7,Medium
2011,USA,37.0036,-95.2702,Wildfire,6.4,108,6712119.48,27.4,Low
2010,China,34.7024,102.503,Drought,6.6,1291,27269240.76,42.0,Medium
2014,Japan,36.1505,137.19,Flood,7.2,739,12636901.52,37.5,Low
2013,Brazil,-14.3962,-50.1338,Wildfire,8.6,66,3719805.44,35.4,Low
2023,Philippines,14.7004,122.4177,Flood,4.2,1729,30485790.41,37.1,Low
2012,Mexico,24.5188,-100.8848,Earthquake,9.1,523,87632665.45,50.4,Medium
2018,Canada,57.4568,-106.4349,Hurricane/Typhoon,7.0,1366,88564880.84,50.5,Medium
2021,China,37.1896,105.9329,Flood,5.2,1782,55579215.23,44.2,Medium
2019,Brazil,-14.0827,-50.238,Flood,7.0,807,24433158.08,38.5,Low
2018,Italy,40.1264,11.1822,Hurricane/Typhoon,8.2,2695,234239878.06,83.2,High
2016,Australia,-25.6932,133.9051,Wildfire,9.1,200,23260160.41,40.7,Medium
2011,Germany,51.6688,10.2555,Wildfire,5.3,240,13675458.63,25.0,Low
2022,USA,39.0073,-97.2331,Hurricane/Typhoon,7.1,1265,103493880.81,51.4,Medium
2014,Canada,56.3412,-105.1106,Wildfire,5.2,125,10226127.79,23.1,Low
2013,USA,38.3875,-96.5446,Flood,6.8,1123,47078283.04,43.1,Medium
2014,India,20.941,79.4377,Earthquake,7.2,662,78248884.74,43.2,Medium
2011,Italy,42.9273,12.536,Flood,4.6,2216,127509947.77,53.3,Medium
2010,Philippines,11.8691,122.0002,Flood,4.1,1384,30080421.09,33.2,Low
2013,USA,35.7946,-94.9935,Wildfire,6.2,441,48289419.08,34.0,Low
2016,Japan,34.9812,139.1938,Wildfire,8.7,257,30411153.91,40.4,Medium
2020,Australia,-25.4987,135.3894,Flood,6.3,2324,87055433.45,57.1,Medium
2022,China,37.5498,102.237,Hurricane/Typhoon,8.2,342,31330922.36,39.4,Low
2019,China,35.3701,104.2199,Earthquake,8.1,370,38012312.15,39.9,Low
2017,Philippines,12.8573,122.2657,Drought,4.6,1399,32398954.87,35.6,Low
2011,Japan,37.7106,139.2143,Hurricane/Typhoon,6.1,2152,205035918.96,66.4,Medium
2011,Germany,52.3392,9.0901,Earthquake,6.5,478,42860543.69,35.1,Low
2023,India,20.7609,77.527,Hurricane/Typhoon,5.1,1810,134595721.58,52.0,Medium
2017,Canada,54.7336,-107.1966,Flood,8.2,1881,46698615.71,56.3,Medium
2019,Japan,35.471,139.2798,Wildfire,6.8,496,33284309.43,35.5,Low
2018,China,37.1095,104.773,Flood,6.8,1415,63510313.43,47.7,Medium
2010,Canada,54.301,-106.8321,Earthquake,6.9,576,47950929.44,38.2,Low
2020,China,35.2186,102.9681,Wildfire,6.0,91,4827791.82,25.4,Low
2018,Brazil,-12.8233,-53.0222,Tornado,4.3,338,8457597.42,21.4,Low
2019,Mexico,22.0074,-101.2347,Wildfire,6.7,353,30285750.02,33.4,Low
2013,Italy,40.3206,12.05,Flood,6.0,1908,74622539.83,50.5,Medium
2021,Canada,55.3218,-108.3063,Wildfire,5.5,384,26246427.41,28.5,Low
2012,Brazil,-14.6721,-49.9647,Wildfire,8.8,50,2649030.83,36.0,Low
2014,India,20.8701,78.9699,Drought,4.8,1174,23020767.41,33.2,Low
2016,Mexico,23.7131,-101.4462,Drought,5.6,677,19575205.58,31.1,Low
2010,India,19.8332,79.9414,Hurricane/Typhoon,7.9,1191,68806044.5,50.4,Medium
2019,Japan,36.6421,139.1094,Hurricane/Typhoon,5.6,607,31320275.09,31.6,Low
2015,USA,37.8507,-97.5281,Flood,5.1,1088,55284213.07,36.8,Low
2013,USA,38.021,-93.9594,Drought,5.3,329,3882513.22,24.9,Low
2019,Mexico,23.4161,-101.2485,Hurricane/Typhoon,7.4,2810,159217704.54,73.6,High
2016,Philippines,11.2561,120.4135,Wildfire,5.5,70,3779363.99,23.1,Low
2012,Italy,41.559,10.6437,Wildfire,5.8,52,2827092.17,24.0,Low
2020,Australia,-26.4832,132.4152,Earthquake,7.9,243,44895751.99,38.5,Low
2020,USA,37.6172,-96.4035,Flood,5.1,2368,131332834.19,57.2,Medium
2011,Brazil,-16.2224,-52.4989,Wildfire,9.2,225,21644759.94,41.2,Medium
2018,Brazil,-13.7841,-53.6814,Earthquake,8.4,217,38781414.19,39.6,Low
